
7.9	-0.02614	-0.002838	84.11	250.2	-27.43
8	-0.02001	-0.002838	86.11	249.1	-33.61
8.1	-0.03086	0.0003257	86.22	250	-38.47
8.2	-0.05068	-0.006003	86.85	250.6	-38.68
8.3	-0.04313	-0.009167	87.01	249.8	-39.3
8.4	-0.037	-0.002838	85.85	249.8	-40.66
8.5	-0.05257	0.0003257	85.11	250.2	-38.28
8.6	-0.04502	-0.006003	82.69	250	-29.11
8.7	-0.02614	0.0003257	80.75	249.6	-25.94
8.8	-0.02897	-0.006003	77.17	250.4	-18.34
8.9	-0.03133	-0.009167	75.01	250.4	-8.658
9	-0.009154	-0.002838	72.91	249.6	-1.415
9.1	0.004058	0.0003257	69.65	250.4	5.537
9.2	-0.001133	-0.002838	66.86	250.2	15.28
9.3	0.006889	-0.009167	65.6	250.2	23.99
9.4	0.02812	-0.002838	64.13	249.6	28.77
9.5	0.03567	0.00349	62.07	250.2	33.01
9.6	0.02718	0.00349	61.07	250.2	38.24
9.7	0.03237	-0.006003	61.18	249.8	41.08
9.8	0.04794	-0.006003	61.13	249.3	39.92
9.9	0.04558	0.00349	60.6	250.4	38.36
10	0.03143	-0.006003	60.76	251	39.38
10.1	0.03096	-0.009167	63.07	250	32.24
10.2	0.03898	0.0003257	64.34	249.3	24.51
10.3	0.03096	0.00349	65.49	250.6	16.5
10.4	0.01208	0.0003257	67.18	250.4	10.76
10.5	0.008305	-0.002838	70.02	249.6	3.101
10.6	0.01208	-0.002838	72.28	249.3	-6.894
10.7	-0.0006607	0.00349	73.75	250.2	-15.68
10.8	-0.02425	0.00349	75.96	250	-21.11
10.9	-0.02614	0.00349	78.64	249.3	-27.74
11	-0.02473	-0.002838	80.06	249.3	-34.84
11.1	-0.0403	0.00349	80.38	250.4	-38.28
11.2	-0.05965	0.00349	81.01	251	-38.63
11.3	-0.05917	-0.002838	81.06	249.8	-38.67
11.4	-0.04832	-0.006003	80.59	249.1	-39.49
11.5	-0.05021	0.0003257	79.54	250.2	-39.64
11.6	-0.05729	-0.002838	76.49	250.6	-30.74
11.7	-0.05257	-0.006003	74.75	249.8	-23.82
11.8	-0.03275	0.00349	72.23	248.9	-17.67
11.9	-0.02425	0.0003257	68.96	250.2	-11.17
12	-0.0285	0.0003257	65.97	251	-1.313
12.1	-0.01812	-0.01233	64.02	249.8	8.001
12.2	0.004058	-0.006003	61.81	249.3	14.91
12.3	0.01397	-0.009167	59.13	250.2	21.21
12.4	0.009249	-0.002838	57.39	251	29.2
12.5	0.01538	-0.006003	56.81	249.8	35.67
12.6	0.03426	-0.002838	54.21	249.6	38.05
12.7	0.04275	0.0003257	54.16	250	38.75
12.8	0.03473	-0.002838	54.13	250.4	39.52
12.9	0.02624	0.00349	55.08	251	40.74
13	0.03284	-0.02182	55.81	250.4	39.84
13.1	0.03898	-0.006003	57.39	250	29.98
13.2	0.02954	-0.002838	58.02	250	23.92
13.3	0.01208	-0.002838	59.76	250.6	18.69
13.4	0.01019	-0.002838	62.13	249.8	11.48
13.5	0.01444	-0.002838	64.34	249.6	1.488
13.6	0.005474	-0.002838	65.81	250.2	-7.813
13.7	-0.01576	0.0003257	67.65	250.4	-14.34
13.8	-0.02992	-0.009167	70.39	250	-20.91
13.9	-0.02897	-0.002838	72.91	249.3	-28.26
14	-0.03228	-0.002838	74.54	249.6	-34.33
14.1	-0.0469	0.009818	74.96	250.2	-38.54
14.2	-0.0521	0.0003257	75.96	250.2	-40.28
14.3	-0.07805	-0.006003	75.44	250.8	-38.82
14.4	-0.0738	-0.002838	75.07	249.6	-37.96
14.5	-0.0672	0.006654	74.59	249.6	-37.89
14.6	-0.05634	-0.002838	71.33	250	-31.83
14.7	-0.05257	0.0003257	68.6	250	-26.47
14.8	-0.05257	-0.002838	65.28	250.8	-18.09
14.9	-0.05068	0.009818	62.55	250.8	-9.637
15	-0.0436	-0.002838	60.23	250.4	-0.5272
15.1	-0.03133	0.0003257	58.08	250.2	7.995
15.2	-0.0134	0.006654	54.18	249.8	16.2
15.3	0.003586	-0.002838	53.6	249.8	22.84
15.4	0.01586	-0.006003	51.89	249.8	28.38
15.5	0.02482	-0.002838	50.58	250	33.02
15.6	0.02907	-0.009167	49.45	250.6	36.81
15.7	0.02954	-0.006003	48.87	250.2	39.01
15.8	0.02671	0.0003257	48.74	250.8	39.91
15.9	0.02105	-0.002838	49.08	250.6	40.23
16	0.02105	-0.006003	49.61	250	39.92
16.1	0.01869	-0.006003	51.37	250.2	32.24
16.2	0.01727	-0.002838	52.82	250	26.06
16.3	0.01633	0.0003257	54.18	249.6	18.52
16.4	0.01302	-0.009167	56.34	249.6	10.52
16.5	0.007833	-0.002838	58.34	249.3	1.75
16.6	0.000755	-0.002838	60.28	249.3	-6.959
16.7	-0.0101	0.0003257	62.34	249.3	-15.22
16.8	-0.02048	0.0003257	64.49	249.8	-22.91
16.9	-0.03228	0.00349	66.7	249.6	-29.3
17	-0.04313	0.0003257	68.12	249.6	-34.65
17.1	-0.05493	-0.002838	69.49	249.8	-38.41
17.2	-0.06861	-0.002838	69.91	249.1	-40.4
17.3	-0.08371	-0.002838	69.7	249.8	-41
17.4	-0.0889	-0.002838	68.7	249.8	-39.58
17.5	-0.08937	-0.002838	68.23	249.8	-38.29
17.6	-0.08985	-0.006003	66.12	249.3	-32.66
17.7	-0.08513	-0.002838	62.7	249.6	-23.89
17.8	-0.07899	0.00349	59.5	249.6	-16.07
17.9	-0.07427	-0.006003	56.34	250.2	-8.464
18	-0.06484	-0.009167	53.1	250.2	-0.5235
18.1	-0.05021	-0.02499	50.08	251	7.205
18.2	-0.03322	0.0003257	47.48	251	14.5
18.3	-0.01435	0.00349	45.66	250.8	21.4
18.4	0.003114	0.006654	44.35	250.4	27.86
18.5	0.01397	-0.002838	43.71	249.8	33.74
18.6	0.01821	-0.006003	43.37	249.8	38.25
18.7	0.01586	-0.006003	42.85	249.8	41.28
18.8	0.01538	-0.009167	42.5	250.2	41.66
18.9	0.01821	-0.006003	42.27	250.2	39.79
19	0.02812	0.00349	42.35	250	37.73
19.1	0.02812	0.00349	44.37	250	30.05
19.2	0.01774	-0.006003	45.98	249.3	25.29
19.3	0.003114	-0.002838	47.32	250	19.16
19.4	-0.007739	-0.009167	48.26	250.6	10.95
19.5	-0.006795	0.0003257	50.16	250.6	1.276
19.6	-0.008211	0.00349	52.66	249.1	-7.731
19.7	-0.02237	0.0003257	54.16	249.3	-14.7
19.8	-0.0469	-0.006003	57.13	249.6	-20.91
19.9	-0.06484	-0.009167	58.39	250.6	-27.84
20	-0.06814	-0.002838	60.23	250.2	-34.87
20.1	-0.08135	0.006654	62.23	249.3	-38.35
20.2	-0.13	-0.002838	62.86	249.6	-37.98
20.3	-0.2574	0.00349	60.02	250.6	-38.5
20.4	-0.4711	0.0003257	57.44	250.6	-40.4
20.5	-0.4994	-0.002838	56.02	249.6	-37.92
20.6	-0.5112	-0.02182	55.29	250	-34.88
20.7	-0.4952	0.0003257	46.69	250.6	-23.61
20.8	-0.4673	0.0003257	43.03	249.8	-19.31
20.9	-0.4508	0.0003257	37.45	249.3	-9.389
21	-0.4192	-0.009167	28.56	250.4	-0.6587
21.1	-0.3277	0.00349	20.52	249.6	5.571
21.2	-0.2026	-0.006003	16.78	249.8	15.77
21.3	-0.1149	0.00349	16.7	251.2	23.1
21.4	-0.02614	0.0003257	18.89	249.8	28.01
21.5	0.01444	-0.009167	21.17	249.8	35.15
21.6	0.04841	-0.009167	21.62	250.6	38.09
21.7	0.08097	-0.002838	23.12	250.4	38.99
21.8	0.07201	-0.02815	23.54	250.2	41.82
21.9	0.08664	0.0003257	23.2	250.8	38.14
22	0.08381	-0.006003	24.07	249.6	39
22.1	0.07106	-0.002838	23.91	250.2	31.07
22.2	0.0805	0.0003257	25.17	249.6	24.56
22.3	0.06587	0.0003257	24.83	250	16.69
22.4	0.06116	-0.006003	25.41	250	8.958
22.5	0.02765	-0.009167	25.04	250.4	3.214
22.6	0.0135	0.0003257	22.88	250.4	-7.752
22.7	-0.08937	0.00349	17.6	249.8	-12.4
22.8	-0.5542	0.0003257	26.2	251	-23.38
22.9	-0.876	-0.006003	36.59	249.6	-28.3
23	-1.153	-0.002838	43.58	250.2	-33.42
23.1	-1.325	-0.006003	50.47	249.8	-38.04
23.2	-1.454	0.0003257	53.21	250.4	-38.69
23.3	-1.478	-0.002838	54.18	249.6	-40.85
23.4	-1.503	-0.002838	52.92	250.6	-37.93
23.5	-1.486	0.00349	52.45	250	-39.29
23.6	-1.493	0.0003257	47.87	250.6	-30.72
23.7	-1.459	0.006654	42.08	249.8	-26.05
23.8	-1.45	-0.002838	34.27	249.8	-16.36
23.9	-1.384	-0.006003	23.51	250	-10.79
24	-1.217	0.006654	5.26	250.8	-2.761
24.1	-0.1257	-0.002838	7.075	249.3	8.47
24.2	-0.04124	-0.009167	8.101	250.4	14.38
24.3	0.1017	-0.002838	12.76	249.6	22.69
24.4	0.1772	-0.002838	14.31	251	28.57
24.5	0.2334	0.0003257	17.41	250	35.07
24.6	0.282	0.00349	18.17	250	36.8
24.7	0.2914	-0.002838	19.75	250	41.68
24.8	0.3193	-0.002838	19.94	249.3	39.11
24.9	0.3028	-0.01233	19.99	250.8	40.5
25	0.3216	0.0003257	20.17	249.8	37.68
25.1	0.2976	-0.01233	20.17	251.2	31.55
25.2	0.3079	0.00349	20.83	249.3	24.51
25.3	0.2853	0.00349	19.75	250.6	18.19
25.4	0.2844	-0.006003	19.78	249.3	9.979
25.5	0.249	-0.01233	15.99	251	1.908
25.6	0.2008	-0.009167	10.13	249.3	-5.464
25.7	-1.64	0.00349	15.73	250.2	-17.32
25.8	-1.888	-0.002838	22.96	249.6	-20.5
25.9	-2.21	-0.006003	33.61	250.8	-29.16
26	-2.394	-0.002838	42.22	249.8	-32.7
26.1	-2.522	-0.002838	47.53	251	-38.85
26.2	-2.603	-0.002838	51.55	249.6	-38.39
26.3	-2.618	0.00349	51.24	250	-41.12
26.4	-2.637	-0.002838	51.29	250	-37.68
26.5	-2.622	0.00349	49.97	249.6	-39.46
26.6	-2.624	-0.01549	44.42	250.6	-29.54
26.7	-2.592	-0.002838	38.24	249.8	-26.41
26.8	-2.58	0.0003257	29.01	250.2	-16.49
26.9	-2.501	0.0003257	16.52	249.6	-11.3
27	-1.754	0.0003257	0	250.6	-4.479
27.1	0.1263	-0.006003	6.023	249.6	7.027
27.2	0.2145	-0.002838	7.759	250.8	15.5
27.3	0.3584	-0.006003	11.63	249.6	22.44
27.4	0.4377	0.00349	13.41	250.4	28.7
27.5	0.5019	0.0003257	16.6	249.8	35.05
27.6	0.5514	0.00349	17.2	250.2	36.95
27.7	0.5646	-0.002838	18.65	250.2	41.82
27.8	0.592	-0.006003	18.96	249.3	39.51
27.9	0.5769	-0.006003	18.73	250.4	40.4
28	0.593	-0.006003	19.2	249.6	38.29
28.1	0.5774	0.0003257	18.49	251.2	30.18
28.2	0.5698	-0.002838	19.46	250	26.04
28.3	0.5717	-0.002838	18.44	250.2	16.61
28.4	0.5396	-0.006003	16.75	250.6	11.28
28.5	0.5311	-0.006003	14.02	249.6	1.416
28.6	0.4481	-0.002838	4.55	250.4	-6.305
28.7	-3.02	0.00349	20.91	249.8	-19.07
28.8	-3.084	0.00349	20.57	249.6	-21.21
28.9	-3.356	-0.002838	32.48	251	-27.83
29	-3.511	0.0003257	40.98	249.6	-33.32
29.1	-3.62	-0.002838	45.56	250.4	-38.92
29.2	-3.7	-0.002838	49.16	250.4	-38.48
29.3	-3.707	-0.006003	50.34	249.6	-40
29.4	-3.715	0.0003257	48.87	250.2	-40.15
29.5	-3.726	-0.002838	48.53	250.8	-36.82
29.6	-3.7	-0.01549	42.24	249.3	-30.83
29.7	-3.688	-0.009167	36.03	250.6	-26.1
29.8	-3.658	0.00349	26.88	250	-16.32
29.9	-3.579	-0.002838	13.47	250	-11.3
30	-2.227	-0.002838	-0.3945	250.8	-5.097
30.1	0.4769	-0.002838	7.259	249.6	10.08
30.2	0.467	0.00349	6.023	250.6	9.553
30.3	0.6713	-0.006003	11.84	249.6	24.03
30.4	0.7454	-0.009167	13.55	249.8	28.24
30.5	0.8067	-0.006003	15.99	250	35.26
30.6	0.852	-0.006003	16.65	249.8	36.97
30.7	0.8756	0.00349	18.41	250.2	41.43
30.8	0.8945	-0.002838	18.52	250.2	38.87
30.9	0.886	-0.009167	18.31	250.2	40.85
31	0.902	0.006654	17.99	250	37.02
31.1	0.8775	0.006654	18.46	250	32.23
31.2	0.8869	0.00349	17.99	250.4	23.71
31.3	0.8643	0.00349	17.99	250	19.44
31.4	0.8586	0.0003257	15.31	250	8.887
31.5	0.8237	-0.006003	12.28	250.2	3.256
31.6	0.7506	-0.002838	2.841	249.8	-6.658
31.7	-3.987	0.0003257	20.59	250	-19.46
31.8	-4.134	-0.002838	21.7	250.4	-22.11
31.9	-4.285	-0.01233	31.06	249.8	-26.64
32	-4.481	0.0003257	39.69	250.2	-34.38
32.1	-4.576	-0.006003	45.74	249.6	-36.69
32.2	-4.647	-0.002838	48.58	250.8	-39.92
32.3	-4.666	0.00349	50.34	249.3	-40.37
32.4	-4.681	0.0003257	48.61	250.6	-38.51
32.5	-4.666	0.009818	48.55	249.1	-39.29
32.6	-4.666	-0.002838	40.11	250.4	-28.84
32.7	-4.636	-0.002838	35.06	250.2	-26.74
32.8	-4.617	-0.002838	25.28	249.8	-16.4
32.9	-4.53	-0.002838	11.07	249.8	-11.46
33	-2.771	0.00349	0.3419	249.8	-4.972
33.1	0.6963	0.00349	5.523	250.8	8.503
33.2	0.7109	-0.006003	6.865	249.8	12.36
33.3	0.9181	0.006654	10.6	250.8	22.87
33.4	1.007	0.0003257	13.57	249.6	28.42
33.5	1.065	-0.01549	14.86	251.2	35.01
33.6	1.129	-0.002838	16.78	249.1	36.94
33.7	1.142	-0.002838	17.89	249.8	41.65
33.8	1.165	-0.002838	17.52	250.6	39.07
33.9	1.165	-0.002838	18.46	248.9	39.67
34	1.156	0.0003257	17.41	250.4	38.51
34.1	1.166	-0.006003	17.96	250	29.9
34.2	1.141	0.02247	17.68	250.2	26.28
34.3	1.142	0.006654	16.44	250	16.84
34.4	1.128	0.0003257	15.6	249.6	10.47
34.5	1.09	-0.006003	10.86	250.2	2.162
